,Carnagie Melon University Order Guide/ Waste Sheet,,,,,,,,,0.0,,,,,
,,,,,,,,,,,,,,,
,Snacks,Sell
Price,6.29.15,6.29.15,,0.0,,0.0,Guaranteed Price,Total Due,END OF WEEK TOTALS,,,,
SKU,Name,,,Waste,,Waste,,Waste,,,NAME,SOLD,WASTE,SELL %,WASTE %
1910.0,,,2.0,0.0,,,,,0.0,0.0,,2.0,0.0,1.0,0.0
1906.0,,,2.0,1.0,,,,,0.0,0.0,,1.0,1.0,0.5,0.5
1899.0,,,2.0,0.0,,,,,0.0,0.0,,2.0,0.0,1.0,0.0
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SNACK ITEMS,,6.0,,0.0,,0.0,,0.0,0.0,,,,,
,Sandwiches,Price,6.29.15,6.29.15,0.0,0.0,0.0,0.0,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1799.0,,,2.0,1.0,,,,,0.0,0.0,,1.0,1.0,0.5,0.5
1801.0,,,2.0,0.0,,,,,0.0,0.0,,2.0,0.0,1.0,0.0
1804.0,,,2.0,0.0,,,,,0.0,0.0,,2.0,0.0,1.0,0.0
1818.0,,,2.0,2.0,,,,,0.0,0.0,,0.0,2.0,0.0,1.0
1791.0,,,1.0,0.0,,,,,0.0,0.0,,1.0,0.0,1.0,0.0
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SANDWICHES,,9.0,,0.0,,0.0,,0.0,0.0,,,,,
,Wraps,Price,6.29.15,6.29.15,0.0,0.0,0.0,0.0,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1841.0,,,1.0,0.0,,,,,0.0,0.0,,1.0,0.0,1.0,0.0
1859.0,,,1.0,0.0,,,,,0.0,0.0,,1.0,0.0,1.0,0.0
1855.0,,,1.0,0.0,,,,,0.0,0.0,,1.0,0.0,1.0,0.0
1828.0,,,1.0,0.0,,,,,0.0,0.0,,1.0,0.0,1.0,0.0
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,0.0,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL WRAPS,,4.0,,0.0,,0.0,,0.0,0.0,,,,,
,Salads,Price,6.29.15,6.29.15,0.0,0.0,0.0,0.0,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1883.0,,,1.0,0.0,,,,,0.0,0.0,,1.0,0.0,1.0,0.0
1890.0,,,2.0,0.0,,,,,0.0,0.0,,2.0,0.0,1.0,0.0
1891.0,,,2.0,0.0,,,,,0.0,0.0,,2.0,0.0,1.0,0.0
1870.0,,,2.0,1.0,,,,,0.0,0.0,,1.0,1.0,0.5,0.5
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SALADS,,7.0,,0.0,,0.0,,0.0,0.0,,,,,
,Entrees,Price,6.29.15,6.29.15,0.0,0.0,0.0,0.0,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1943.0,,,2.0,0.0,,,,,0.0,0.0,,2.0,0.0,1.0,0.0
1945.0,,,2.0,0.0,,,,,0.0,0.0,,2.0,0.0,1.0,0.0
,,,0.0,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,0.0,,,,,,0.0,0.0,,0.0,0.0,7,7
,Davids Famous Bacon & Shrimp Fried Rice,,,,,,,,,,,,,,
,Vegetable & Tofu Fried Rice,,,,,,,,,,,,,,
,TOTAL ENTREES,,4.0,,0.0,,0.0,,0.0,0.0,,,,,
,Total ITEMS WASTED,,,0.0,,0.0,,0.0,,,,,,,
,TOTAL ITEMS DELIVERED,,30.0,,0.0,,0.0,,,,,,,,
