,Carnagie Melon University Order Guide/ Waste Sheet,,,,,,,,,0.0,,,,,
,,,,,,,,,,,,,,,
,Snacks,Sell
Price,2.2.15,2.2.15,2.4.15,2.4.15,2.6.15,2.6.15,Guaranteed Price,Total Due,END OF WEEK TOTALS,,,,
SKU,Name,,,Waste,,Waste,,Waste,,,NAME,SOLD,WASTE,SELL %,WASTE %
1910.0,,,5.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,,14.0,1.0,0.933333333333,0.0666666666667
1905.0,,,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,,2.0,7.0,0.222222222222,0.777777777778
1904.0,,,3.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,,2.0,7.0,0.222222222222,0.777777777778
1906.0,,,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,,1.0,8.0,0.111111111111,0.888888888889
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SNACK ITEMS,,14.0,,14.0,,14.0,,0.0,0.0,,,,,
,Sandwiches,Price,2.2.15,2.2.15,2.4.15,2.4.15,2.6.15,2.6.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1813.0,,,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,,6.0,3.0,0.666666666667,0.333333333333
1790.0,,,3.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,,6.0,3.0,0.666666666667,0.333333333333
1786.0,,,3.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,,4.0,5.0,0.444444444444,0.555555555556
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SANDWICHES,,9.0,,9.0,,9.0,,0.0,0.0,,,,,
,Wraps,Price,2.2.15,2.2.15,2.4.15,2.4.15,2.6.15,2.6.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1827.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.666666666667,0.333333333333
1844.0,,,3.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,,8.0,1.0,0.888888888889,0.111111111111
1855.0,,,3.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,,7.0,2.0,0.777777777778,0.222222222222
1759.0,,,3.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,,8.0,1.0,0.888888888889,0.111111111111
1761.0,,,3.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,,8.0,1.0,0.888888888889,0.111111111111
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL WRAPS,,15.0,,12.0,,12.0,,0.0,0.0,,,,,
,Salads,Price,2.2.15,2.2.15,2.4.15,2.4.15,2.6.15,2.6.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1869.0,,,3.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,,5.0,4.0,0.555555555556,0.444444444444
1894.0,,,3.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,,7.0,2.0,0.777777777778,0.222222222222
1873.0,,,3.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,,8.0,1.0,0.888888888889,0.111111111111
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SALADS,,9.0,,9.0,,9.0,,0.0,0.0,,,,,
,Entrees,Price,2.2.15,2.2.15,2.4.15,2.4.15,2.6.15,2.6.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1939.0,,,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,,9.0,6.0,1.0,0.666666666667
1943.0,,,3.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,,9.0,4.0,1.0,0.444444444444
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL ENTREES,,6.0,,6.0,,6.0,,0.0,0.0,,,,,
,Total ITEMS WASTED,,,0.0,,0.0,,0.0,,,,,,,
,TOTAL ITEMS DELIVERED,,53.0,,50.0,,50.0,,,,,,,,
