,Carnagie Melon University Order Guide/ Waste Sheet,,,,,,,,,0.0,,,,,
,,,,,,,,,,,,,,,
,Snacks,Sell
Price,3.9.15,3.9.15,3.11.15,3.11.15,3.13.15,3.13.15,Guaranteed Price,Total Due,END OF WEEK TOTALS,,,,
SKU,Name,,,Waste,,Waste,,Waste,,,NAME,SOLD,WASTE,SELL %,WASTE %
1910.0,,,5.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,,13.0,1.0,0.928571428571,0.0714285714286
1896.0,,,5.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,,0.0,12.0,0.0,1.0
1720.0,,,5.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,,3.0,9.0,0.25,0.75
1911.0,,,5.0,4.0,5.0,3.0,2.0,1.0,0.0,0.0,,12.0,8.0,1.0,0.666666666667
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SNACK ITEMS,,20.0,,20.0,,10.0,,0.0,0.0,,,,,
,Sandwiches,Price,3.9.15,3.9.15,3.11.15,3.11.15,3.13.15,3.13.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1814.0,,,2.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,,3.0,5.0,0.375,0.625
1815.0,,,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,2.0,5.0,0.285714285714,0.714285714286
1819.0,,,4.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,,1.0,6.0,0.142857142857,0.857142857143
1801.0,,,2.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,,3.0,5.0,0.375,0.625
1794.0,,,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,2.0,3.0,0.4,0.6
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SANDWICHES,,14.0,,14.0,,7.0,,0.0,0.0,,,,,
,Wraps,Price,3.9.15,3.9.15,3.11.15,3.11.15,3.13.15,3.13.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1836.0,,,4.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,,3.0,7.0,0.3,0.7
1855.0,,,4.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,,3.0,7.0,0.3,0.7
1848.0,,,4.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,,4.0,6.0,0.4,0.6
1835.0,,,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,2.0,1.0,0.666666666667,0.333333333333
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL WRAPS,,12.0,,14.0,,7.0,,0.0,0.0,,,,,
,Salads,Price,3.9.15,3.9.15,3.11.15,3.11.15,3.13.15,3.13.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1891.0,,,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,,2.0,3.0,0.4,0.6
1888.0,,,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,,1.0,4.0,0.2,0.8
1880.0,,,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,4.0,1.0,0.8,0.2
1870.0,,,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,,1.0,4.0,0.2,0.8
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SALADS,,8.0,,8.0,,4.0,,0.0,0.0,,,,,
,Entrees,Price,3.9.15,3.9.15,3.11.15,3.11.15,3.13.15,3.13.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1944.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0
,THIS WEEKS  IS THE CHICKEN CHOW MEIN,,,,,,,,0.0,0.0,THIS WEEKS  IS THE CHICKEN CHOW MEIN,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL ENTREES,,0.0,,0.0,,2.0,,0.0,0.0,,,,,
,Total ITEMS WASTED,,,0.0,,0.0,,0.0,,,,,,,
,TOTAL ITEMS DELIVERED,,54.0,,56.0,,30.0,,,,,,,,
