,Carnagie Melon University Order Guide/ Waste Sheet,,,,,,,,,0.0,,,,,
,,,,,,,,,,,,,,,
,Snacks,Sell
Price,3.23.15,3.23.15,3.25.15,3.25.15,3.27.15,3.27.15,Guaranteed Price,Total Due,END OF WEEK TOTALS,,,,
SKU,Name,,,Waste,,Waste,,Waste,,,NAME,SOLD,WASTE,SELL %,WASTE %
1910.0,,,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,,10.0,0.0,1.0,0.0
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SNACK ITEMS,,4.0,,4.0,,2.0,,0.0,0.0,,,,,
,Sandwiches,Price,3.23.15,3.23.15,3.25.15,3.25.15,3.27.15,3.27.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1818.0,,,4.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,,5.0,5.0,0.5,0.5
1811.0,,,4.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,,6.0,4.0,0.6,0.4
1807.0,,,4.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,,8.0,2.0,0.8,0.2
1816.0,,,4.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,,5.0,4.0,0.555555555556,0.444444444444
1790.0,,,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,4.0,1.0,0.8,0.2
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SANDWICHES,,18.0,,18.0,,8.0,,0.0,0.0,,,,,
,Wraps,Price,3.23.15,3.23.15,3.25.15,3.25.15,3.27.15,3.27.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1863.0,,,4.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,,9.0,1.0,0.9,0.1
1850.0,,,4.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,,9.0,1.0,0.9,0.1
1841.0,,,4.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,,9.0,1.0,0.9,0.1
1847.0,,,4.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,,7.0,3.0,0.7,0.3
1831.0,,,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,4.0,1.0,0.8,0.2
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL WRAPS,,18.0,,18.0,,9.0,,0.0,0.0,,,,,
,Salads,Price,3.23.15,3.23.15,3.25.15,3.25.15,3.27.15,3.27.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1876.0,,,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,5.0,0.0,1.0,0.0
1881.0,,,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,6.0,0.0,1.0,0.0
1885.0,,,4.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,,8.0,2.0,0.8,0.2
1873.0,,,4.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,,8.0,2.0,0.8,0.2
1868.0,,,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,4.0,1.0,0.8,0.2
,TOTAL SALADS,,16.0,,12.0,,8.0,,0.0,0.0,,,,,
,Entrees,Price,3.23.15,3.23.15,3.25.15,3.25.15,3.27.15,3.27.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL ENTREES,,0.0,,0.0,,0.0,,0.0,0.0,,,,,
,Total ITEMS WASTED,,,0.0,,0.0,,0.0,,,,,,,
,TOTAL ITEMS DELIVERED,,56.0,,52.0,,27.0,,,,,,,,
