,Carnagie Melon University Order Guide/ Waste Sheet,,,,,,,,,,,,
,WEEK OF: 10.26-10.30,,68.0,,68.0,,30.0,,,,,,
,Snacks,Sell
Price,10.26.15,10.26.15,10.28.15,10.28.15,10.30.15,10.30.15,END OF WEEK TOTALS,,,,
SKU,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
1910.0,,,,,,,,,,0.0,0.0,7,7
1906.0,,,,,,,,,,0.0,0.0,7,7
1899.0,,,,,,,,,,0.0,0.0,7,7
1759.0,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,TOTAL SNACK ITEMS,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Sandwiches,Price,10.26.15,10.26.15,10.28.15,10.28.15,10.30.15,10.30.15,,,,,
,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
1798.0,,,,,,,,,,0.0,0.0,7,7
1814.0,,,,,,,,,,0.0,0.0,7,7
9999.0,,,,,,,,,,0.0,0.0,7,7
9998.0,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,TOTAL SANDWICHES,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Wraps,Price,10.26.15,10.26.15,10.28.15,10.28.15,10.30.15,10.30.15,,,,,
,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
1842.0,,,,,,,,,,0.0,0.0,7,7
1860.0,,,,,,,,,,0.0,0.0,7,7
1866.0,,,,,,,,,,0.0,0.0,7,7
1772.0,,,,,,,,,,0.0,0.0,7,7
1834.0,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,TOTAL WRAPS,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Salads,Price,10.26.15,10.26.15,10.28.15,10.28.15,10.30.15,10.30.15,,,,,
,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
1880.0,,,,,,,,,,0.0,0.0,7,7
1882.0,,,,,,,,,,0.0,0.0,7,7
1894.0,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,TOTAL SALADS,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Entrees,Price,10.26.15,10.26.15,10.28.15,10.28.15,10.30.15,10.30.15,,,,,
,,,,Waste,,Waste,,Waste,NAME,SOLD,WASTE,SELL %,WASTE %
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,0.0,0.0,7,7
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,TOTAL ENTREES,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Total ITEMS WASTED,,,0.0,,0.0,,0.0,,,,,
,TOTAL ITEMS DELIVERED,,0.0,,0.0,,0.0,,,,,,
***USE NEW CMU PANTRY LAB LABELS***,,,,,,,,,,,,,
