,Carnagie Melon University Order Guide/ Waste Sheet,,,,,,,,,0.0,,,,,
,,,,,,,,,,,,,,,
,Snacks,Sell
Price,7.6.15,7.6.15,7.8.15,7.8.15,7.10.15,7.10.15,Guaranteed Price,Total Due,END OF WEEK TOTALS,,,,
SKU,Name,,,Waste,,Waste,,Waste,,,NAME,SOLD,WASTE,SELL %,WASTE %
1910.0,,,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,6.0,0.0,1.0,0.0
1720.0,,,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,3.0,3.0,0.5,0.5
1759.0,,,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,6.0,0.0,1.0,0.0
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SNACK ITEMS,,6.0,1.0,6.0,2.0,6.0,0.0,0.0,0.0,,,,,
,Sandwiches,Price,7.6.15,7.6.15,7.8.15,7.8.15,7.10.15,7.10.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1806.0,,,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,,2.0,4.0,0.333333333333,0.666666666667
1808.0,,,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,,4.0,2.0,0.666666666667,0.333333333333
1820.0,,,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,,2.0,4.0,0.333333333333,0.666666666667
1821.0,,,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,,3.0,3.0,0.5,0.5
1795.0,,,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,,3.0,3.0,0.5,0.5
1702.0,,,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,,6.0,3.0,1.0,0.5
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SANDWICHES,,12.0,5.0,12.0,6.0,12.0,8.0,0.0,0.0,,,,,
,Wraps,Price,7.6.15,7.6.15,7.8.15,7.8.15,7.10.15,7.10.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1842.0,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,0.0,1.0,0.0
1860.0,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,0.0,1.0,0.0
1866.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,1.0,0.666666666667,0.333333333333
1772.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,0.0,1.0
1834.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,1.0,0.666666666667,0.333333333333
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL WRAPS,,5.0,1.0,5.0,3.0,5.0,1.0,0.0,0.0,,,,,
,Salads,Price,7.6.15,7.6.15,7.8.15,7.8.15,7.10.15,7.10.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1876.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,1.0,0.666666666667,0.333333333333
1878.0,,,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,3.0,3.0,0.5,0.5
1886.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.333333333333,0.666666666667
1871.0,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.333333333333,0.666666666667
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,TOTAL SALADS,,5.0,0.0,5.0,4.0,5.0,4.0,0.0,0.0,,,,,
,Entrees,Price,7.6.15,7.6.15,7.8.15,7.8.15,7.10.15,7.10.15,0.0,,,,,,
,Name,,,Waste,,Waste,,Waste,0.0,,NAME,SOLD,WASTE,SELL %,WASTE %
1944.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.333333333333,0.666666666667
1945.0,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,0.0,1.0,0.0
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,,,,,,,,,0.0,0.0,,0.0,0.0,7,7
,Italian Turkey Sausage Baked Penne Pasta,,,,,,,,,,,,,,
,Potato, White Bean Croquette,,,,,,,,,,,,,,
,TOTAL ENTREES,,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,,,,,
,Total ITEMS WASTED,,,8.0,,15.0,,14.0,,,,,,,
,TOTAL ITEMS DELIVERED,,30.0,,30.0,,30.0,,,,,,,,
