1910,6,0,100.0,0.0
1912,1,2,33.3333333333,66.6666666667
1720,3,3,50.0,50.0
1903,1,2,33.3333333333,66.6666666667
1920,3,3,50.0,50.0
1806,4,2,66.6666666667,33.3333333333
1808,3,0,100.0,0.0
1820,3,3,50.0,50.0
1821,2,1,66.6666666667,33.3333333333
1792,3,3,50.0,50.0
1841,2,1,66.6666666667,33.3333333333
1859,3,0,100.0,0.0
1855,3,0,100.0,0.0
1828,2,1,66.6666666667,33.3333333333
1874,2,4,33.3333333333,66.6666666667
1892,5,1,83.3333333333,16.6666666667
1884,4,2,66.6666666667,33.3333333333
1889,1,2,33.3333333333,66.6666666667
1753,2,1,66.6666666667,33.3333333333
1943,2,1,66.6666666667,33.3333333333
1945,1,2,33.3333333333,66.6666666667
