1910,14,1,93.3333333333,6.66666666667
1905,2,7,22.2222222222,77.7777777778
1904,2,7,22.2222222222,77.7777777778
1906,1,8,11.1111111111,88.8888888889
1813,6,3,66.6666666667,33.3333333333
1790,6,3,66.6666666667,33.3333333333
1786,4,5,44.4444444444,55.5555555556
1827,2,1,66.6666666667,33.3333333333
1844,8,1,88.8888888889,11.1111111111
1855,7,2,77.7777777778,22.2222222222
1759,8,1,88.8888888889,11.1111111111
1761,8,1,88.8888888889,11.1111111111
1869,5,4,55.5555555556,44.4444444444
1894,7,2,77.7777777778,22.2222222222
1873,8,1,88.8888888889,11.1111111111
1939,9,6,100.0,66.6666666667
1943,9,4,100.0,44.4444444444
