1910,6,0,100.0,0.0
1906,5,1,83.3333333333,16.6666666667
1899,3,3,50.0,50.0
1815,4,2,66.6666666667,33.3333333333
1816,1,5,16.6666666667,83.3333333333
1819,2,1,66.6666666667,33.3333333333
1795,1,2,33.3333333333,66.6666666667
1838,3,3,50.0,50.0
1853,1,2,33.3333333333,66.6666666667
1852,2,4,33.3333333333,66.6666666667
1858,0,3,0.0,100.0
1825,0,3,0.0,100.0
1880,3,3,50.0,50.0
1882,5,1,83.3333333333,16.6666666667
1894,0,6,0.0,100.0
1869,1,5,16.6666666667,83.3333333333
1943,3,0,100.0,0.0
1945,6,4,100.0,66.6666666667
