1910,5,7,41.6666666667,58.3333333333
1720,4,2,66.6666666667,33.3333333333
1904,1,5,16.6666666667,83.3333333333
1806,1,5,16.6666666667,83.3333333333
1808,1,5,16.6666666667,83.3333333333
1820,0,6,0.0,100.0
1821,5,1,83.3333333333,16.6666666667
1795,0,6,0.0,100.0
1865,2,4,33.3333333333,66.6666666667
1841,4,2,66.6666666667,33.3333333333
1866,2,4,33.3333333333,66.6666666667
1863,1,5,16.6666666667,83.3333333333
1830,0,6,0.0,100.0
1875,0,6,0.0,100.0
1877,1,5,16.6666666667,83.3333333333
1887,3,3,50.0,50.0
1872,1,5,16.6666666667,83.3333333333
1944,3,3,50.0,50.0
1945,0,6,0.0,100.0
