1910,10,0,100.0,0.0
1720,6,0,100.0,0.0
1904,5,1,83.3333333333,16.6666666667
1814,6,0,100.0,0.0
1799,6,0,100.0,0.0
1802,6,0,100.0,0.0
1816,1,5,16.6666666667,83.3333333333
1837,5,1,83.3333333333,16.6666666667
1838,6,0,100.0,0.0
1858,4,2,66.6666666667,33.3333333333
1853,6,0,100.0,0.0
1828,4,2,66.6666666667,33.3333333333
1884,3,3,50.0,50.0
1873,2,4,33.3333333333,66.6666666667
1889,5,1,83.3333333333,16.6666666667
1877,5,1,83.3333333333,16.6666666667
1871,5,1,83.3333333333,16.6666666667
1945,3,5,37.5,62.5
1943,4,2,66.6666666667,33.3333333333
