1910,8,0,100.0,0.0
1902,4,3,57.1428571429,42.8571428571
1896,4,3,57.1428571429,42.8571428571
1911,5,3,62.5,37.5
1805,7,3,70.0,30.0
1809,10,0,100.0,0.0
1812,10,0,100.0,0.0
1817,9,1,90.0,10.0
1793,10,2,83.3333333333,16.6666666667
1841,7,0,100.0,0.0
1859,7,0,100.0,0.0
1855,7,0,100.0,0.0
1828,6,1,85.7142857143,14.2857142857
1875,5,5,50.0,50.0
1877,9,1,90.0,10.0
1887,5,5,50.0,50.0
1872,5,7,41.6666666667,58.3333333333
1945,6,1,85.7142857143,14.2857142857
1944,7,0,100.0,0.0
