1910,6,0,100.0,0.0
1906,2,4,33.3333333333,66.6666666667
1899,2,4,33.3333333333,66.6666666667
1799,0,6,0.0,100.0
1801,1,5,16.6666666667,83.3333333333
1804,1,5,16.6666666667,83.3333333333
1818,0,6,0.0,100.0
1791,4,2,66.6666666667,33.3333333333
1840,3,0,100.0,0.0
1857,1,2,33.3333333333,66.6666666667
1863,1,2,33.3333333333,66.6666666667
1827,1,2,33.3333333333,66.6666666667
1871,2,4,33.3333333333,66.6666666667
1876,2,4,33.3333333333,66.6666666667
1886,4,2,66.6666666667,33.3333333333
1945,0,3,0.0,100.0
