1910,6,0,100.0,0.0
1720,3,3,50.0,50.0
1759,6,0,100.0,0.0
1806,2,4,33.3333333333,66.6666666667
1808,4,2,66.6666666667,33.3333333333
1820,2,4,33.3333333333,66.6666666667
1821,3,3,50.0,50.0
1795,3,3,50.0,50.0
1702,6,3,100.0,50.0
1842,3,0,100.0,0.0
1860,3,0,100.0,0.0
1866,2,1,66.6666666667,33.3333333333
1772,0,3,0.0,100.0
1834,2,1,66.6666666667,33.3333333333
1876,2,1,66.6666666667,33.3333333333
1878,3,3,50.0,50.0
1886,1,2,33.3333333333,66.6666666667
1871,1,2,33.3333333333,66.6666666667
1944,1,2,33.3333333333,66.6666666667
1945,3,0,100.0,0.0
